styleUrl,ExtendedData/Data/0/value,ExtendedData/Data/0/_name,ExtendedData/Data/1/value,ExtendedData/Data/1/_name,ExtendedData/Data/2/value,ExtendedData/Data/2/_name,ExtendedData/Data/3/value,ExtendedData/Data/3/_name,ExtendedData/Data/4/value,ExtendedData/Data/4/_name,ExtendedData/Data/5/value,ExtendedData/Data/5/_name,ExtendedData/Data/6/value,ExtendedData/Data/6/_name,ExtendedData/Data/7/value,ExtendedData/Data/7/_name,ExtendedData/Data/8/value,ExtendedData/Data/8/_name,ExtendedData/Data/9/value,ExtendedData/Data/9/_name,ExtendedData/Data/10/value,ExtendedData/Data/10/_name,ExtendedData/Data/11/value,ExtendedData/Data/11/_name,ExtendedData/Data/12/value,ExtendedData/Data/12/_name,ExtendedData/Data/13/value,ExtendedData/Data/13/_name,ExtendedData/Data/14/value,ExtendedData/Data/14/_name,ExtendedData/Data/15/value,ExtendedData/Data/15/_name,ExtendedData/Data/16/value,ExtendedData/Data/16/_name,ExtendedData/Data/17/value,ExtendedData/Data/17/_name,ExtendedData/Data/18/value,ExtendedData/Data/18/_name,ExtendedData/Data/19/value,ExtendedData/Data/19/_name,ExtendedData/Data/20/value,ExtendedData/Data/20/_name,ExtendedData/Data/21/value,ExtendedData/Data/21/_name,ExtendedData/Data/22/value,ExtendedData/Data/22/_name,ExtendedData/Data/23/value,ExtendedData/Data/23/_name,ExtendedData/Data/24/value,ExtendedData/Data/24/_name,ExtendedData/Data/25/value,ExtendedData/Data/25/_name,ExtendedData/Data/26/value,ExtendedData/Data/26/_name,ExtendedData/Data/27/value,ExtendedData/Data/27/_name,ExtendedData/Data/28/value,ExtendedData/Data/28/_name,ExtendedData/Data/29/value,ExtendedData/Data/29/_name,ExtendedData/Data/30/value,ExtendedData/Data/30/_name,ExtendedData/Data/31/value,ExtendedData/Data/31/_name,ExtendedData/Data/32/value,ExtendedData/Data/32/_name,MultiGeometry/Point/coordinates
#defaultStyle,2006 2nd Ave,address,"Kiefer, Kurt H.",artist,,class,1 brackets/fixture on pole,classifica,Seattle Office of Arts & Cultural Affairs,contactage,206-684-7171,contactpho,1994-96,date_made,1 brackets with light fixture on light pole,descriptio,,dimensions,,general_no,SDOT,gis_editor,252,gis_id,Y,in_row,,link_1,,link_2,,link_3,,location,,locator,,mat_1,,materials,,park_name,,pic_1,,pic_2,,pic_3,0,pma,,pubart_row,0,reserved_i,,reserved_t,ED96.030,sac_id,,subtype,Street Treatment,title,1268366.2631767,x_coord,226835.19149718,y_coord,"-122.3421146485002,47.61206456228011"
#defaultStyle,2028 2nd Ave,address,"Kiefer, Kurt H.",artist,,class,2 insets,classifica,Seattle Office of Arts & Cultural Affairs,contactage,206-684-7171,contactpho,1994-96,date_made,2 faux plank insets in sidewalk,descriptio,,dimensions,,general_no,SDOT,gis_editor,258,gis_id,Y,in_row,,link_1,,link_2,,link_3,,location,,locator,Faux plank insets:  tinted concrete,mat_1,Faux plank insets:  tinted concrete,materials,,park_name,,pic_1,,pic_2,,pic_3,0,pma,,pubart_row,0,reserved_i,,reserved_t,ED96.030,sac_id,,subtype,Street Treatment,title,1268299.77206582,x_coord,226895.68446899,y_coord,"-122.34208855297433,47.61204500441456"
#defaultStyle,2505 2nd Ave,address,"Kiefer, Kurt H.",artist,,class,"1 brackets/light fixture/2 clocks on pole, 1 inset",classifica,Seattle Office of Arts & Cultural Affairs,contactage,206-684-7171,contactpho,1994-96,date_made,"1 brackets with light fixture on light pole, 1 brackets with 2 clocks on light pole, 1 ""welcome mat"" inset in sidewalk",descriptio,,dimensions,,general_no,SDOT,gis_editor,264,gis_id,Y,in_row,,link_1,,link_2,,link_3,,location,,locator,,mat_1,,materials,,park_name,,pic_1,,pic_2,,pic_3,0,pma,,pubart_row,0,reserved_i,,reserved_t,ED96.030,sac_id,,subtype,Street Treatment,title,1266851.16359003,x_coord,228132.60644891,y_coord,"-122.3481465552967,47.61542533257586"
#defaultStyle,2901 2nd Ave,address,"Kiefer, Kurt H.",artist,,class,1 brackets/light fixture and 1 sign on pole,classifica,Seattle Office of Arts & Cultural Affairs,contactage,206-684-7171,contactpho,1994-96,date_made,"1 brackets with light fixture and 1 sign with the word ""Belltown"" on light pole,",descriptio,,dimensions,,general_no,SDOT,gis_editor,266,gis_id,Y,in_row,,link_1,,link_2,,link_3,,location,,locator,,mat_1,,materials,,park_name,,pic_1,,pic_2,,pic_3,0,pma,,pubart_row,0,reserved_i,,reserved_t,ED96.030,sac_id,,subtype,Street Treatment,title,1265947.82517287,x_coord,228954.55497165,y_coord,"-122.35206792787072,47.61793058408452"
#defaultStyle,"81 Vine Street  Seattle, WA  98121",address,"Simpson, Buster",artist,,class,1 sculpture,classifica,Seattle Office of Arts & Cultural Affairs,contactage,206-684-7171,contactpho,2002,date_made,Water tank which receives water from downspout connected to roof.,descriptio,16' x 12' plus 20' downspout,dimensions,,general_no,SDOT,gis_editor,353,gis_id,Y,in_row,,link_1,,link_2,,link_3,Near curb in front of building,location,,locator,"Mixed media, stainless steel, aluminum",mat_1,"Mixed media, stainless steel, aluminum",materials,,park_name,,pic_1,,pic_2,,pic_3,0,pma,,pubart_row,0,reserved_i,,reserved_t,SPU03.033,sac_id,,subtype,Beckoning Cistern,title,1266292.43009772,x_coord,227898.14375543,y_coord,"-122.3501084360198,47.614830183282855"
#defaultStyle,2nd Ave between Blanchard St & Bell St,address,"Kiefer, Kurt H.",artist,,class,"2 insets, 1 brackets/light fixture/2 clocks on pol",classifica,Seattle Office of Arts & Cultural Affairs,contactage,206-684-7171,contactpho,1994-96,date_made,"2 faux plank insets in sidewalk, 1 brackets with light fixture and 2 clocks on light pole",descriptio,,dimensions,,general_no,SDOT,gis_editor,242,gis_id,Y,in_row,,link_1,,link_2,,link_3,"West side of 2nd Ave, parking lot just northwest of 2219",location,,locator,Faux plank insets:  tinted concrete,mat_1,Faux plank insets:  tinted concrete,materials,,park_name,,pic_1,,pic_2,,pic_3,0,pma,,pubart_row,0,reserved_i,,reserved_t,ED96.030,sac_id,,subtype,Street Treatment,title,1267585.7357908,x_coord,227504.72796503,y_coord,"-122.34530370215974,47.613730133137146"
#defaultStyle,2nd Ave between Bell St & Battery St,address,"Kiefer, Kurt H.",artist,,class,5 insets,classifica,Seattle Office of Arts & Cultural Affairs,contactage,206-684-7171,contactpho,1994-96,date_made,5 faux plank insets in sidewalk,descriptio,,dimensions,,general_no,SDOT,gis_editor,246,gis_id,Y,in_row,,link_1,,link_2,,link_3,East side of 2nd Ave just southeast of 2312,location,,locator,Faux plank insets:  tinted concrete,mat_1,Faux plank insets:  tinted concrete,materials,,park_name,,pic_1,,pic_2,,pic_3,0,pma,,pubart_row,0,reserved_i,,reserved_t,ED96.030,sac_id,,subtype,Street Treatment,title,1267269.52708648,x_coord,227790.16342132,y_coord,"-122.34599061379583,47.61436578310024"
#defaultStyle,Franklin Ave E & E Roanoke St,address,"Levy, Stacy",artist,,class,1 inset,classifica,Seattle Office of Arts & Cultural Affairs,contactage,206-684-7171,contactpho,1997,date_made,"One 24"" x 24"" x 2"" stone and glass tile inset in the sidewalk intersection.  Stone center sandblasted with image of microorganism.  Glass part of tile cast with name of the particular intersection.",descriptio,,dimensions,,general_no,SDOT,gis_editor,272,gis_id,Y,in_row,,link_1,,link_2,,link_3,SW corner,location,,locator,Cast glass tiles and WA State Wilkensen Sandstone,mat_1,Cast glass tiles and WA State Wilkensen Sandstone,materials,,park_name,,pic_1,,pic_2,,pic_3,0,pma,,pubart_row,0,reserved_i,,reserved_t,ED98.025a-ff (S,sac_id,,subtype,Cornerstones,title,1272819.20517213,x_coord,238177.72663191,y_coord,"-122.32473420470235,47.64312949823428"
#defaultStyle,Eastlake Ave E & E Martin St,address,"Levy, Stacy",artist,,class,1 inset,classifica,Seattle Office of Arts & Cultural Affairs,contactage,206-684-7171,contactpho,1997,date_made,"One 24"" x 24"" x 2"" stone and glass tile inset in the sidewalk intersection.  Stone center sandblasted with image of microorganism.  Glass part of tile cast with name of the particular intersection.",descriptio,,dimensions,,general_no,SDOT,gis_editor,283,gis_id,Y,in_row,,link_1,,link_2,,link_3,SE corner,location,,locator,Cast glass tiles and WA State Wilkensen Sandstone,mat_1,Cast glass tiles and WA State Wilkensen Sandstone,materials,,park_name,,pic_1,,pic_2,,pic_3,0,pma,,pubart_row,0,reserved_i,,reserved_t,ED98.025a-ff (S,sac_id,,subtype,Cornerstones,title,1273495,x_coord,240839,y_coord,"-122.3223057376948,47.65006609050504"
#defaultStyle,"16th Ave E & E Aloha St.  Seattle, WA  98112 (southwest side of intersection)",address,"Greening, Charles",artist,,class,Mosaic inlay,classifica,Seattle Office of Arts & Cultural Affairs,contactage,206-684-7171,contactpho,1987,date_made,2-dimensional mosaic inlay in pavement,descriptio,"2""x5'5""x15'",dimensions,,general_no,SDOT,gis_editor,314,gis_id,Y,in_row,,link_1,,link_2,,link_3,Southwest corner in pavement,location,,locator,"Concrete, bronze, misc bits: ceramic, seashells, beads, etc.",mat_1,"Concrete, bronze, misc bits: ceramic, seashells, beads, etc.",materials,,park_name,,pic_1,,pic_2,,pic_3,0,pma,,pubart_row,0,reserved_i,,reserved_t,GCK87.089,sac_id,,subtype,Tulip Tree Mosaic,title,1275993.00203938,x_coord,232163.19760176,y_coord,"-122.31140335263964,47.62680755936092"
#defaultStyle,Alaskan Way & Pine St,address,"Kruger, Barbara",artist,,class,Design on fence,classifica,Seattle Office of Arts & Cultural Affairs,contactage,206-684-7171,contactpho,1991,date_made,Text painted on the fence at Piers 62/63,descriptio,,dimensions,In the ROW?,general_no,SDOT,gis_editor,322,gis_id,Y,in_row,,link_1,,link_2,,link_3,Piers 62/63,location,,locator,"Galvanized steel, acrylic enamel paint on galvanized chain-link fence",mat_1,"Galvanized steel, acrylic enamel paint on galvanized chain-link fence",materials,,park_name,,pic_1,,pic_2,,pic_3,0,pma,,pubart_row,0,reserved_i,,reserved_t,PR91.013,sac_id,,subtype,Piers 62/63,title,1267823.65649502,x_coord,225645.60373908,y_coord,"-122.34508677756266,47.608664701606216"
#defaultStyle,2715 1st Ave,address,"Mackie, Jack; Simpson, Lewis ""Buster""",artist,,class,3 keystones,classifica,Seattle Office of Arts & Cultural Affairs,contactage,206-684-7171,contactpho,1985-1991,date_made,"3 ""keystones""",descriptio,,dimensions,,general_no,SDOT,gis_editor,201,gis_id,Y,in_row,,link_1,,link_2,,link_3,West side of 1st Ave,location,,locator,,mat_1,,materials,,park_name,,pic_1,,pic_2,,pic_3,0,pma,,pubart_row,0,reserved_i,,reserved_t,CL86.045,sac_id,,subtype,Street Treatment,title,1266159.73073664,x_coord,228326.28791482,y_coord,"-122.35117856995295,47.61603582891618"
#defaultStyle,2302 1st Ave,address,"Mackie, Jack; Simpson, Lewis ""Buster""",artist,,class,"1 bench, 1 inset",classifica,Seattle Office of Arts & Cultural Affairs,contactage,206-684-7171,contactpho,1985-1991,date_made,"1 ""stoop"" bench and 1 ""welcome mat"" inset in sidewalk",descriptio,,dimensions,,general_no,SDOT,gis_editor,205,gis_id,Y,in_row,,link_1,,link_2,,link_3,East side near 2302 1st Ave,location,,locator,,mat_1,,materials,,park_name,,pic_1,,pic_2,,pic_3,0,pma,,pubart_row,0,reserved_i,,reserved_t,CL86.045,sac_id,,subtype,Street Treatment,title,1267216.13298413,x_coord,227446.10574055,y_coord,"-122.34662147404904,47.613568650835184"
#defaultStyle,Alki Ave SW & 56th Ave SW,address,"Feddersen, Joe; Fels, Donald; Smith, Jaune Quick-To-See",artist,,class,Pavers; bronze inset,classifica,Seattle Office of Arts & Cultural Affairs,contactage,206-684-7171,contactpho,1996-97,date_made,"Pavers consisting of sandblasted text and images, bronze inset in concrete on promenade",descriptio,,dimensions,In the ROW?,general_no,SDOT,gis_editor,323,gis_id,Y,in_row,,link_1,,link_2,,link_3,Near benches,location,,locator,,mat_1,,materials,,park_name,,pic_1,,pic_2,,pic_3,0,pma,,pubart_row,0,reserved_i,,reserved_t,PR97.004,sac_id,,subtype,Untitled,title,1252809.03887964,x_coord,216183.44180939,y_coord,"-122.4047335200996,47.58161924866273"
#defaultStyle,Alki Ave SW & 64th Ave SW,address,"Feddersen, Joe; Fels, Donald; Smith, Jaune Quick-To-See",artist,,class,Bronze inset; pavers,classifica,Seattle Office of Arts & Cultural Affairs,contactage,206-684-7171,contactpho,1996-97,date_made,bronze inset embedded in sidewalk; pavers consisting of sandblasted text and images embedded in concrete,descriptio,,dimensions,In the ROW?,general_no,SDOT,gis_editor,328,gis_id,Y,in_row,,link_1,,link_2,,link_3,Near 64th and Alki,location,,locator,,mat_1,,materials,,park_name,,pic_1,,pic_2,,pic_3,0,pma,,pubart_row,0,reserved_i,,reserved_t,PR97.004,sac_id,,subtype,Untitled,title,1250157.37679693,x_coord,214845.68206402,y_coord,"-122.41451754009823,47.57810492951098"
#defaultStyle,Westlake Shore Roadway Ave N & Blaine St,address,"Smith, Maggie",artist,,class,"Guardrail, sidewalk insets",classifica,Seattle Office of Arts & Cultural Affairs,contactage,206-684-7171,contactpho,2004,date_made,"Artist-designed pedestrian wood leaning guardrail with etched cover plates along pathway, sidewalk insets with colored concrete and bronze words",descriptio,,dimensions,,general_no,SDOT,gis_editor,409,gis_id,Y,in_row,,link_1,,link_2,,link_3,On Lake Union Trail Blaine St Street End viewpoint,location,,locator,,mat_1,,materials,,park_name,,pic_1,,pic_2,,pic_3,0,pma,,pubart_row,0,reserved_i,,reserved_t,ST04.095,sac_id,,subtype,Spur Line,title,1268963.65470418,x_coord,235138.4219248,y_coord,"-122.33996858616827,47.634694314877684"
#defaultStyle,Westlake East Roadway Ave N & Halladay St,address,"Smith, Maggie",artist,,class,"Guardrail, benches, sculpture",classifica,Seattle Office of Arts & Cultural Affairs,contactage,206-684-7171,contactpho,2004,date_made,"Galvanized steel ""listening tube"" sculpture, artist-designed pedestrian wood leaning guardrail with etched cover plates at sides of viewpoint and pathway at Waterway No. 1; 5  artist-designed wood benches",descriptio,,dimensions,,general_no,SDOT,gis_editor,418,gis_id,Y,in_row,,link_1,,link_2,,link_3,Lake Union Trail (Waterway No. 1) viewpoint and along trail,location,,locator,,mat_1,,materials,,park_name,,pic_1,,pic_2,,pic_3,0,pma,,pubart_row,0,reserved_i,,reserved_t,ST04.095,sac_id,,subtype,Spur Line,title,1268241,x_coord,237943,y_coord,"-122.34288151842712,47.642203821981504"
#defaultStyle,5th Ave & Denny Way,address,"Wehn, James",artist,,class,"1 sculpture, boulders in fountain basin",classifica,,contactage,,contactpho,1912,date_made,"1 statue of Chief Seattle, boulders in fountain basin",descriptio,Life-sized statue of Chief Seattle,dimensions,No GIS # was assigned,general_no,SDOT,gis_editor,0,gis_id,Y,in_row,,link_1,,link_2,,link_3,Tilikum Place,location,,locator,,mat_1,"Cast, gilded bronze, granite",materials,,park_name,,pic_1,,pic_2,,pic_3,0,pma,,pubart_row,0,reserved_i,,reserved_t,ED75.110,sac_id,,subtype,Chief Seattle,title,0,x_coord,0,y_coord,"-122.34742075751706,47.6183782589735"
#defaultStyle,11TH AVE NE AND NE 135TH S ST,address,"Cooning, Celeste",artist,,class,,classifica,,contactage,,contactpho,2013,date_made,"A sculpture in the form of a plant that transforms the artist's signature cut paper aesthetic into an overhead arch, functioning as a threshold for Jackson Park Perimeter Trail.",descriptio,,dimensions,,general_no,SDOT,gis_editor,0,gis_id,N,in_row,,link_1,,link_2,,link_3,"Jackson Park Perimeter Trail at the trailhead crossing east of NE 135th St & 11th Ave NE  Seattle, WA  98125",location,,locator,,mat_1,,materials,,park_name,,pic_1,,pic_2,,pic_3,0,pma,N,pubart_row,0,reserved_i,,reserved_t,PR13.064,sac_id,,subtype,Bounty,title,0,x_coord,0,y_coord,"-122.31650439226465,47.72687869151506"
#defaultStyle,FAIRVIEW AVE E AND FAIRVIEW AVE N,address,"Law, Carolyn",artist,,class,,classifica,,contactage,,contactpho,2013,date_made,"A sculpture comprised of two recycled utility poles which support seven mast-like components, which were re-used from a sculpture created by the artist in the 1990s for the Route 70 trolley that had to be de-install",descriptio,,dimensions,,general_no,SDOT,gis_editor,0,gis_id,Y,in_row,,link_1,,link_2,,link_3,"Intersection of Fairview Avenue North and Fairview Avenue East   Seattle, WA  98109",location,,locator,,mat_1,,materials,,park_name,,pic_1,,pic_2,,pic_3,0,pma,,pubart_row,0,reserved_i,,reserved_t,ST13.011,sac_id,,subtype,By Water On Land,title,0,x_coord,0,y_coord,"-122.32664640001502,47.63223222228275"
#defaultStyle,FAIRVIEW AVE N AND VALLEY ST,address,"Sollod, Ellen",artist,,class,,classifica,,contactage,,contactpho,2013,date_made,Seven foot diameter sidewalk inserts. Silouette of woman on south Corner and man on north corner with punctuated thought bubbles,descriptio,,dimensions,Point at location of woman sillouette north corner of valley opposite has silloutte of man,general_no,SDOT,gis_editor,0,gis_id,Y,in_row,,link_1,,link_2,,link_3,Valley St and Fairview Ave N,location,,locator,,mat_1,,materials,,park_name,,pic_1,,pic_2,,pic_3,0,pma,,pubart_row,0,reserved_i,,reserved_t,ST14.005,sac_id,,subtype,Lost in Thought,title,0,x_coord,0,y_coord,"-122.33455497872994,47.62565193989303"
#defaultStyle,301 3RD AVE,address,"Fernandes, Roger",artist,,class,,classifica,,contactage,,contactpho,2012,date_made,a. 4’x9’x4” carved and painted cedar panels display the story of Snoqual and create a gateway to the Thomas St. pedestrian bridge. b. Four bronze sidewalk inlays of a basket weave pattern illustrate salmon gil,descriptio,,dimensions,,general_no,SDOT,gis_editor,0,gis_id,Y,in_row,,link_1,,link_2,,link_3,"Thomas Street and Third Avenue West at the east entrance to the Thomas St. Bridge on Elliott Avenue West  Seattle, WA  98109",location,,locator,,mat_1,,materials,,park_name,,pic_1,,pic_2,,pic_3,0,pma,,pubart_row,0,reserved_i,,reserved_t,ST12.037a-b,sac_id,,subtype,Snoqual / Moon the Transformer,title,0,x_coord,0,y_coord,"-122.36072445295072,47.62143951388195"
